flight_id,flight_duration,passenger_count,adult_passengers,child_passengers,business_class_ratio,is_international,total_food_demand
1294,2.48,53,43,10,0.3015440132888654,0,59
1295,3.75,143,115,28,0.4540761443123418,0,172
1296,3.58,124,112,12,0.5261427596891464,1,189
1297,2.58,239,219,20,0.8505066043781953,0,327
1298,10.14,111,99,12,0.9316074951476611,1,383
1299,6.63,143,123,20,0.929652877790556,0,295
1300,2.45,144,108,36,0.00795418127854064,0,136
1301,3.35,201,174,27,0.9218884855854572,0,281
1302,1.94,104,91,13,0.054386966001572334,0,86
1303,3.67,186,166,20,0.26577365681743537,1,257
1304,7.95,296,287,9,0.5149878547278329,0,545
1305,5.59,180,171,9,0.47992568900439403,0,332
1306,7.88,292,260,32,0.604709793887392,1,700
1307,6.36,80,63,17,0.4794462287370058,0,145
1308,6.88,89,76,13,0.9343756796404208,0,177
1309,6.65,278,213,65,0.240548848214587,0,439
1310,3.15,85,65,20,0.27402469403848584,1,112
1311,2.31,201,192,9,0.9207379356930562,0,267
1312,5.58,272,201,71,0.07673951374525623,0,420
1313,3.63,55,54,1,0.6095608219048099,0,67
1314,11.84,115,96,19,0.6817359520656108,1,360
1315,5.66,261,245,16,0.5055417234297395,0,475
1316,7.7,269,229,40,0.6942318788231372,0,521
1317,2.41,124,115,9,0.172754646011967,0,127
1318,10.78,53,50,3,0.8526322327715399,1,170
1319,5.89,128,99,29,0.14002568946988558,1,253
1320,11.91,183,161,22,0.4008124443157497,1,521
1321,2.1,167,165,2,0.0752576013082058,0,180
1322,4.61,162,119,43,0.5452110788174002,0,296
1323,6.55,143,143,0,0.6697458074256392,0,271
1324,6.89,297,264,33,0.9412216350952906,1,767
1325,4.28,279,228,51,0.7393361958960009,0,523
1326,7.9,228,178,50,0.5411029164541511,0,416
1327,3.98,111,100,11,0.9326170171703337,0,147
1328,5.23,234,172,62,0.47843683804087656,0,415
1329,1.38,243,201,42,0.5612056530988694,0,232
1330,6.9,128,103,25,0.5960985276700957,0,223
1331,5.54,252,178,74,0.40997972588656684,0,414
1332,3.83,185,165,20,0.8384826905658241,0,242
1333,1.11,75,59,16,0.18517593884505912,0,64
1334,5.14,228,198,30,0.554842190371608,0,394
1335,1.09,222,210,12,0.722233256187194,0,231
1336,1.01,93,87,6,0.9039761718765772,0,103
1337,5.31,182,166,16,0.8839183964342784,0,372
1338,2.32,119,93,26,0.5087402894301419,0,143
1339,2.34,203,187,16,0.6431614511633417,0,245
1340,5.57,167,123,44,0.394237736129301,0,283
1341,1.38,117,109,8,0.4681777628802003,0,115
1342,3.19,68,56,12,0.9062657925730495,0,92
1343,4.34,261,220,41,0.930703993192474,1,653
1344,5.06,274,218,56,0.8954140580670197,0,559
1345,5.63,69,64,5,0.13837086181363822,0,106
1346,6.05,162,148,14,0.8500840213306362,0,329
1347,2.79,189,144,45,0.9483637310214803,0,265
1348,1.62,96,70,26,0.3612496945736047,0,81
1349,1.55,50,39,11,0.5186462894216692,0,49
1350,3.98,139,122,17,0.7790952558129959,0,175
1351,7.62,191,154,37,0.5620781375656487,0,341
1352,4.96,113,82,31,0.9934835217062494,1,291
1353,2.8,87,77,10,0.45571336515682836,0,105
1354,1.71,86,65,21,0.7139427112073776,0,89
1355,5.24,175,145,30,0.7925911401965442,0,354
1356,5.76,188,186,2,0.49410041575843944,0,336
1357,8.79,149,126,23,0.8569838057113758,1,490
1358,7.03,126,109,17,0.5461545912071964,0,224
1359,7.38,284,199,85,0.4116507968016314,1,596
1360,1.94,52,46,6,0.10782367385194702,0,42
1361,3.03,210,174,36,0.3934135763504242,0,243
1362,5.64,183,173,10,0.7339364547332842,0,353
1363,5.29,227,219,8,0.9212864116801073,0,479
1364,4.72,297,275,22,0.2516794038603103,0,497
1365,5.78,59,46,13,0.3552355173305026,0,93
1366,5.46,54,46,8,0.1539609941044262,0,85
1367,7.17,200,179,21,0.6907228942289688,0,376
1368,8.27,187,175,12,0.9601884300099253,1,624
1369,6.45,221,177,44,0.6409522198481755,0,420
1370,2.74,179,159,20,0.6170765300062263,0,221
1371,5.75,62,54,8,0.5534899305004339,0,116
1372,7.32,217,210,7,0.08845574068553652,0,343
1373,3.7,179,147,32,0.7295038264293836,0,228
1374,10.01,133,109,24,0.6020495435493508,1,413
1375,9.52,114,79,35,0.661476768856287,1,330
1376,1.42,112,108,4,0.8988110930274216,0,116
1377,8.23,150,135,15,0.7839607870610179,1,460
1378,1.91,122,118,4,0.7809152521545261,0,127
1379,7.77,66,54,12,0.9271837688793476,0,129
1380,6.68,58,52,6,0.9899349514629996,0,126
1381,1.77,252,223,29,0.5812827319610596,0,246
1382,1.85,192,151,41,0.10888161603116575,0,158
1383,5.16,201,190,11,0.4591299077754364,0,347
1384,3.41,87,71,16,0.7876011464616444,0,110
1385,1.24,296,246,50,0.02772532476184919,0,230
1386,4.79,212,164,48,0.05688743835614907,0,321
1387,6.49,143,114,29,0.06715778238282133,1,277
1388,1.71,144,141,3,0.7310357583283108,0,149
1389,6.61,98,82,16,0.5011666285631721,0,174
1390,7.41,118,96,22,0.3688979435205936,0,203
1391,6.3,111,89,22,0.10561704526173599,0,162
1392,6.76,237,196,41,0.7322402502058891,0,463
1393,2.52,285,207,78,0.3210198105508997,0,312
1394,2.85,227,197,30,0.2653240700646672,0,251
1395,2.46,127,107,20,0.6523192015535509,0,154
1396,6.36,166,141,25,0.5590108925968418,0,296
1397,7.64,169,144,25,0.3624106418133016,0,277
1398,6.02,252,252,0,0.6414874708055881,0,498
1399,7.17,186,145,41,0.2712215203841182,0,300
1400,8.75,211,209,2,0.7948302616043268,1,716
1401,3.71,125,98,27,0.22931895030765392,0,132
1402,6.83,276,236,40,0.15883769538201564,1,540
1403,1.53,84,63,21,0.7824394094988749,0,86
1404,3.28,50,37,13,0.7078920306979332,1,74
1405,5.87,89,89,0,0.18263897570179843,0,149
1406,4.07,113,85,28,0.11624575268993798,0,177
1407,7.97,199,195,4,0.8383990884866921,1,498
1408,4.9,109,93,16,0.776598482196688,0,213
1409,2.94,113,94,19,0.32725737369966423,0,126
1410,4.33,142,137,5,0.6581974082133667,0,281
1411,4.3,121,87,34,0.1241601865478108,0,179
1412,6.5,60,49,11,0.5070476590476781,1,136
1413,6.74,154,119,35,0.018730292060419873,0,227
1414,4.16,278,274,4,0.39160188092155546,0,504
1415,5.23,63,60,3,0.07484282147140509,0,100
1416,7.27,109,81,28,0.4751471801568825,0,198
1417,7.06,79,73,6,0.42168164685289433,0,138
1418,7.23,84,70,14,0.444385026638056,0,141
1419,2.89,262,242,20,0.04533130204799407,0,264
1420,1.24,214,162,52,0.3616163412818324,0,194
1421,5.35,54,40,14,0.7564838490999165,1,130
1422,2.95,132,130,2,0.3689143733536201,0,144
1423,7.37,172,127,45,0.7151719526095807,0,322
1424,5.54,127,112,15,0.36947872363373324,0,210
1425,1.57,203,154,49,0.42323944149018644,0,191
1426,1.95,111,108,3,0.5638921128292661,0,105
1427,4.4,181,163,18,0.9506819368070825,1,460
1428,5.41,138,133,5,0.10886044664665517,0,210
1429,9.62,286,252,34,0.03291376866117368,1,730
1430,7.02,91,65,26,0.6079571838100452,0,171
1431,7.58,138,123,15,0.9490970889284264,0,275
1432,2.41,195,138,57,0.9897231325547149,0,253
1433,3.17,89,74,15,0.4841642473920018,0,100
1434,2.68,121,117,4,0.46808162108509843,0,143
1435,6.23,88,76,12,0.6449637707451962,1,206
1436,7.4,153,128,25,0.5556347572049698,0,270
1437,8.18,63,49,14,0.6340880576141181,1,195
1438,6.17,81,63,18,0.8739994255378942,0,153
1439,4.43,228,220,8,0.7463061694876093,0,458
1440,1.2,174,126,48,0.49687739168679557,0,166
1441,1.45,215,181,34,0.4618644590001696,0,209
1442,7.84,146,136,10,0.639601748513116,1,353
1443,6.03,72,59,13,0.4557062844202975,0,123
1444,2.51,112,80,32,0.45777935126563984,0,126
1445,6.05,192,192,0,0.016305901786504817,0,297
1446,6.67,274,266,8,0.17406413740730842,0,422
1447,3.88,202,189,13,0.48851363999575304,0,235
1448,6.22,194,193,1,0.8226534590503691,0,372
1449,3.83,274,221,53,0.27872700672712414,0,295
1450,5.75,288,269,19,0.522643433131149,0,521
1451,6.35,296,268,28,0.3449620847592322,0,485
1452,7.94,243,221,22,0.10480398953958903,0,357
1453,3.42,255,218,37,0.9582984830713006,0,355
1454,3.88,102,101,1,0.8546738702503017,0,130
1455,2.16,153,127,26,0.07849242446690641,0,161
1456,2.43,153,126,27,0.7197872624682846,0,188
1457,5.85,228,180,48,0.3475799043575002,0,385
1458,7.42,88,64,24,0.9948498070617926,0,178
1459,3.76,228,171,57,0.3023985198289777,0,236
1460,2.26,247,216,31,0.23873844536259992,0,265
1461,3.0,183,169,14,0.5678905483054052,0,223
1462,7.1,116,100,16,0.8351261633432041,1,291
1463,3.03,184,179,5,0.192518871819798,0,202
1464,2.64,228,212,16,0.7094027697193312,0,278
1465,6.15,249,209,40,0.061406583141121684,0,363
1466,1.05,91,63,28,0.9189347431104973,0,94
1467,4.77,241,168,73,0.08107491614729878,0,343
1468,6.56,293,219,74,0.9142313763441625,0,581
1469,2.86,64,56,8,0.4908072494527028,0,79
1470,5.22,160,128,32,0.44809111279591984,0,276
1471,5.68,206,167,39,0.9733070795003765,0,431
1472,5.59,82,82,0,0.9903841776982191,0,175
1473,4.12,293,276,17,0.650178125961012,0,569
1474,3.43,271,211,60,0.1271192918570485,0,268
1475,6.85,280,241,39,0.5061700856552025,0,509
1476,6.31,204,149,55,0.5291631009556624,0,372
1477,5.89,213,156,57,0.5144464281353097,1,453
1478,1.72,206,202,4,0.5694918385200097,0,199
1479,1.5,87,85,2,0.01872471379439067,0,73
1480,1.66,234,221,13,0.7112272814705024,0,246
1481,8.25,146,114,32,0.712394301952988,1,443
1482,1.36,278,232,46,0.11546977517788792,0,229
1483,3.36,204,178,26,0.5702394424458007,0,244
1484,6.27,232,189,43,0.5683611824357746,0,417
1485,3.06,82,81,1,0.6824504201904001,0,103
1486,9.87,245,231,14,0.08539769213508108,1,635
1487,6.22,135,109,26,0.6265033072660964,0,252
1488,2.72,115,81,34,0.2807519507463412,0,126
1489,9.56,59,58,1,0.5070029904961719,1,184
1490,6.23,54,53,1,0.7733235527040767,0,102
1491,3.78,172,149,23,0.7056459363630133,0,224
1492,2.47,123,98,25,0.11890301767799338,0,122
1493,4.65,146,133,13,0.5911847871160733,0,266
1494,7.45,167,165,2,0.9691165309407386,0,361
1495,5.48,87,73,14,0.15676943733500226,0,135
1496,2.21,190,162,28,0.8529070877254149,0,243
1497,5.78,208,162,46,0.7025480805537769,0,376
1498,6.84,96,79,17,0.7740033129097597,1,227
1499,5.14,277,235,42,0.28195832714264546,0,465
1500,9.61,158,130,28,0.28788892937984245,1,461
1501,4.6,265,205,60,0.9060194557764881,0,543
1502,6.7,229,214,15,0.35983203209255865,0,404
1503,9.5,233,202,31,0.06301539069281048,1,623
1504,5.31,64,62,2,0.60059670357945,0,123
1505,2.06,206,195,11,0.12481766904184266,0,206
1506,6.85,185,143,42,0.7965962414079082,0,372
1507,7.55,54,45,9,0.6417464425010574,0,99
1508,1.96,206,195,11,0.8747265052212082,0,230
1509,7.39,96,76,20,0.7848372497826352,1,218
1510,2.81,117,111,6,0.11211364833819615,0,124
1511,6.28,125,109,16,0.3810706764344223,0,217
1512,6.05,222,206,16,0.7745602499145873,0,454
1513,1.99,179,154,25,0.41734147326632576,0,169
1514,7.14,204,174,30,0.9723654847799783,0,413
1515,2.27,144,108,36,0.7357404498934492,0,182
1516,6.58,164,160,4,0.015499916690321025,0,243
1517,4.2,292,204,88,0.8799856915608364,0,555
1518,5.95,213,192,21,0.1008047848685576,1,413
1519,2.11,85,61,24,0.14052372418008585,0,84
1520,2.17,75,62,13,0.7344924006110509,0,96
1521,5.63,92,65,27,0.8649685594304802,0,187
1522,4.85,76,68,8,0.536349627899556,0,142
1523,1.85,118,90,28,0.2890497329457792,0,97
1524,4.01,197,168,29,0.35131554525317554,1,402
1525,1.51,60,56,4,0.342889329596056,0,53
1526,9.69,123,97,26,0.32667810380951223,1,336
1527,5.98,153,139,14,0.2429096718216498,0,239
1528,3.53,87,72,15,0.608867094629233,1,131
1529,4.92,183,141,42,0.9004053185650672,0,367
1530,3.76,249,230,19,0.30708241308334117,1,354
1531,7.33,72,57,15,0.18669429746141208,0,113
1532,7.35,96,74,22,0.8385776663714248,0,184
1533,9.28,139,123,16,0.7417833308897033,1,448
1534,7.48,95,95,0,0.9308370315599105,0,202
1535,6.68,156,120,36,0.16551973560490962,0,238
1536,6.8,189,132,57,0.14425131411659153,0,275
1537,8.13,267,227,40,0.5414293943049967,1,782
1538,3.14,190,183,7,0.6144336548350953,0,227
1539,2.52,153,117,36,0.48017344185958954,0,176
1540,3.29,239,209,30,0.5989666363238755,0,282
1541,5.4,259,197,62,0.18037976887507134,0,401
1542,4.55,266,217,49,0.47961375416408336,1,568
1543,2.81,274,230,44,0.6580925609396678,0,348
1544,4.28,160,134,26,0.4327064492487037,0,263
1545,5.1,153,112,41,0.6794473358165979,1,353
1546,5.12,109,97,12,0.4511912805538396,0,184
1547,7.46,220,203,17,0.33359958084227725,0,352
1548,6.24,253,213,40,0.30360504708709235,0,432
1549,5.66,285,262,23,0.410902058988588,0,501
1550,5.08,149,111,38,0.023089622682200828,0,208
1551,4.42,289,250,39,0.6685251384461137,0,550
1552,2.31,117,115,2,0.8451056409802619,0,158
1553,7.26,182,177,5,0.3546270944431186,0,310
1554,2.74,169,128,41,0.046033136141718556,0,165
1555,1.64,86,83,3,0.9867755973855576,0,99
1556,6.25,121,104,17,0.26369825545106695,0,192
1557,2.23,176,173,3,0.126621121690773,0,183
1558,3.6,155,109,46,0.36975250797302794,0,168
1559,1.2,290,265,25,0.7385570406335566,0,306
1560,1.96,141,137,4,0.2939165968905657,0,131
1561,2.21,80,74,6,0.5747032039194878,0,101
1562,1.38,171,157,14,0.4155599944371422,0,163
1563,5.6,186,157,29,0.11776399227661849,0,300
1564,6.86,295,222,73,0.33028701249211023,0,494
1565,3.61,100,75,25,0.7248705057140666,0,128
1566,10.87,78,72,6,0.6120038973314457,1,251
1567,4.92,255,233,22,0.11977837988356099,1,485
1568,3.28,89,67,22,0.16332240971430856,0,93
1569,2.06,90,89,1,0.6407333593074455,0,116
1570,5.34,263,249,14,0.8134154143208688,0,541
1571,3.94,60,47,13,0.34947449595816926,0,69
1572,5.29,200,194,6,0.5953107518434502,0,383
1573,6.33,50,39,11,0.17064358875210528,0,81
1574,4.82,95,84,11,0.31137633690532385,0,158
1575,5.39,150,108,42,0.0202702056730526,0,207
1576,7.55,198,159,39,0.7682759477995226,0,361
1577,3.09,139,122,17,0.4010098197729668,0,159
1578,3.51,159,159,0,0.8161255736539539,0,210
1579,6.02,213,191,22,0.7083729960227263,0,403
1580,5.28,231,196,35,0.8287442657284769,0,449
1581,2.25,264,241,23,0.2856586695828828,0,303
1582,3.63,106,86,20,0.18510873042784526,0,109
1583,4.27,50,38,12,0.9719056826516705,0,105
1584,3.94,112,109,3,0.7173277870408695,0,149
1585,2.25,231,220,11,0.8340422679266704,0,306
1586,11.32,104,90,14,0.013133373709933727,1,266
1587,9.86,164,148,16,0.35446162029588657,1,480
1588,4.37,217,206,11,0.7428166905773317,0,428
1589,5.76,192,192,0,0.07798283298998332,0,292
1590,7.28,198,165,33,0.5673399295689356,0,343
1591,4.23,224,156,68,0.4290727674550032,1,468
1592,2.75,250,216,34,0.017616507141107296,0,238
1593,7.88,102,88,14,0.23597557711945139,1,206
1594,6.59,186,177,9,0.2847919890667142,0,301
1595,1.25,251,214,37,0.11185994634632246,0,208
1596,11.86,229,222,7,0.6315369097426604,1,741
1597,4.18,106,85,21,0.24239787625188902,0,173
1598,3.51,166,123,43,0.27761949961938837,0,186
1599,3.05,203,165,38,0.8982385982001474,0,278
1600,2.22,218,155,63,0.46712309269313945,0,255
1601,6.54,84,63,21,0.39212814696927234,0,140
1602,7.69,112,104,8,0.7238710383147172,0,211
1603,3.9,293,213,80,0.9096137968829121,0,401
1604,7.67,74,65,9,0.025036336237443835,0,115
1605,10.41,139,112,27,0.4482388465553965,1,401
1606,4.37,124,97,27,0.6107813560779473,0,214
1607,5.72,87,83,4,0.3185630981259896,0,151
1608,4.04,179,179,0,0.7724077221232417,0,344
1609,4.91,184,141,43,0.9714770702702739,0,355
1610,1.41,259,205,54,0.9434273662502832,0,287
1611,9.27,268,220,48,0.2659825393799419,1,741
1612,1.37,211,170,41,0.226338278437486,0,182
1613,6.72,140,139,1,0.9574905310212211,0,302
1614,6.77,66,54,12,0.4586284874314659,0,115
1615,2.66,177,148,29,0.20829772308469174,0,187
1616,5.91,220,173,47,0.7069969636304182,1,501
1617,4.37,236,228,8,0.28442032390379157,0,385
1618,5.18,157,148,9,0.26724697507105233,0,266
1619,3.01,300,219,81,0.8792490430777847,0,391
1620,5.15,228,225,3,0.16247915337690344,0,351
1621,3.08,231,184,47,0.06439294646623639,0,221
1622,1.39,201,144,57,0.26918644017168725,0,171
1623,1.02,74,53,21,0.6069454128382038,0,71
1624,1.71,248,230,18,0.12308785340327055,0,209
1625,6.55,229,186,43,0.47159467227679375,0,397
1626,11.65,247,186,61,0.6273371104253198,1,721
1627,6.84,294,239,55,0.8487369925931739,1,711
1628,4.59,137,106,31,0.22986959120225436,0,226
1629,2.03,210,187,23,0.8173463233827895,0,266
1630,4.86,226,210,16,0.23490626113123858,0,374
1631,2.01,78,65,13,0.6767665412396405,0,98
1632,5.28,112,103,9,0.4306735714824551,0,200
1633,7.53,284,244,40,0.11468124237867017,0,421
1634,4.76,199,172,27,0.7142634628218487,1,488
1635,9.88,203,164,39,0.2177626185490178,1,558
1636,1.16,205,173,32,0.17662342602459147,0,178
1637,3.63,163,163,0,0.3583229285893832,0,182
1638,1.78,262,194,68,0.6532902447594835,0,262
1639,3.47,98,90,8,0.2339964787906278,0,109
1640,2.21,248,176,72,0.18366153878188574,0,253
1641,3.61,130,113,17,0.009953625713364334,0,126
1642,6.76,133,93,40,0.4716430971017236,1,293
1643,3.1,154,131,23,0.4286455693151827,0,170
1644,5.6,226,223,3,0.23386774363737628,0,379
1645,7.43,197,166,31,0.05365216400969075,0,281
1646,3.8,167,118,49,0.4292558745958369,0,182
1647,2.35,135,114,21,0.7882051110716313,0,177
1648,5.44,269,236,33,0.715282131327177,1,607
1649,6.98,112,99,13,0.8607948898601703,0,233
1650,5.0,238,227,11,0.009582687713155624,0,369
1651,4.19,153,139,14,0.9664193168045985,0,319
1652,2.05,98,87,11,0.34141225262744834,0,113
1653,7.05,120,98,22,0.9903977960919648,1,312
1654,2.95,50,44,6,0.25261946060177465,0,53
1655,11.49,273,242,31,0.4715363875782448,1,832
1656,7.19,190,147,43,0.35392767657530366,0,306
1657,1.59,271,234,37,0.3557607149943026,0,241
1658,4.62,264,208,56,0.8422820987482158,0,520
1659,2.58,228,179,49,0.7464189397373387,0,295
1660,3.88,172,143,29,0.9921514352300481,0,225
1661,7.14,233,167,66,0.6135146827175125,0,412
1662,4.69,260,251,9,0.46325660439450267,0,465
1663,3.34,111,99,12,0.09007386294689113,0,112
1664,2.46,81,59,22,0.9965614195138568,0,113
1665,6.6,207,170,37,0.5515306529322829,0,376
1666,5.37,78,71,7,0.7004774696901418,0,144
1667,4.28,98,88,10,0.4067423871913114,0,163
1668,2.52,222,177,45,0.5477157081792359,0,267
1669,3.34,270,252,18,0.9425777318928872,0,367
1670,7.72,79,57,22,0.16641943793160274,0,117
1671,4.64,193,174,19,0.2923725843302546,0,314
1672,3.8,217,160,57,0.15205972777803234,0,217
1673,4.65,68,66,2,0.7922159038047747,0,129
1674,10.01,67,62,5,0.06204526042182956,1,177
1675,3.38,50,42,8,0.0816316498513383,0,52
1676,2.25,127,98,29,0.2984941127873687,0,139
1677,5.09,164,118,46,0.5141881809210113,0,296
1678,5.66,224,208,16,0.40627480055958654,0,373
1679,9.41,291,257,34,0.04481631067080727,1,752
1680,7.17,243,206,37,0.9574915578709515,0,501
1681,6.34,295,261,34,0.9528695203580837,1,749
1682,3.68,269,246,23,0.2793563232407599,1,384
1683,7.71,162,157,5,0.7315256152685815,0,320
1684,4.05,163,151,12,0.5785754113832238,0,303
1685,5.36,271,257,14,0.23747669500562407,0,424
1686,5.66,215,208,7,0.26217155174161544,0,362
1687,4.83,228,160,68,0.49115317431045047,0,403
1688,2.44,112,78,34,0.4192369414973601,0,132
1689,6.29,181,165,16,0.29122932823126424,0,305
1690,6.63,178,174,4,0.8075115963051489,0,359
1691,4.87,57,49,8,0.4814629176373849,0,100
1692,7.4,206,171,35,0.6548480623891278,1,492
1693,1.8,104,83,21,0.18927350016787547,0,91
1694,3.76,152,144,8,0.5335076625164867,1,235
1695,3.38,180,150,30,0.3179760494466215,0,201
1696,3.18,81,68,13,0.5264136103948782,0,92
1697,7.68,59,48,11,0.7808258334109281,0,116
1698,6.49,251,237,14,0.7689132100912617,0,499
1699,5.62,260,245,15,0.3542206780342759,0,454
1700,4.62,159,138,21,0.6942771170796391,0,289
1701,4.51,211,204,7,0.941289950394277,1,537
1702,7.85,173,141,32,0.6256693299249064,0,311
1703,3.63,274,246,28,0.14841012338263715,0,294
1704,3.96,136,128,8,0.6797086292790951,1,207
1705,4.46,104,102,2,0.10490438634931132,0,165
1706,7.12,269,239,30,0.8721104087930271,0,526
1707,7.21,81,80,1,0.5166604958019403,0,139
1708,3.1,227,158,69,0.3851407363115795,1,324
1709,7.2,184,182,2,0.05700659464969238,0,271
1710,2.9,142,120,22,0.3807837345921097,0,163
1711,1.27,57,46,11,0.9032066679157894,0,63
1712,10.63,114,79,35,0.02098299628630318,1,301
1713,7.05,106,74,32,0.4746481577818049,0,177
1714,8.37,296,269,27,0.9311580911106223,1,1012
1715,5.02,116,101,15,0.3948409997650211,0,195
1716,6.69,265,263,2,0.4281756874621504,0,484
1717,6.5,264,264,0,0.5785600551991199,0,502
1718,7.23,236,186,50,0.4629373335771835,0,391
1719,7.97,121,121,0,0.16860169123755242,1,246
1720,7.77,103,74,29,0.018555539069860405,0,147
1721,7.97,298,287,11,0.6098116579787016,0,569
1722,1.82,288,208,80,0.9208065870078121,0,303
1723,6.95,278,255,23,0.10636413302716563,0,437
1724,4.5,116,97,19,0.21095271925275338,0,186
1725,3.71,100,86,14,0.3702294858249735,0,118
1726,5.29,146,127,19,0.8087422290211197,0,298
1727,1.39,141,110,31,0.2692603164709776,0,120
1728,4.55,288,217,71,0.8820544042787685,0,581
1729,7.1,57,44,13,0.05495787465006641,0,87
1730,2.49,211,191,20,0.9409566212589349,0,299
1731,3.98,84,63,21,0.5607470778737649,0,95
1732,7.58,145,135,10,0.6587776784877045,0,267
1733,6.86,137,108,29,0.3676895225363531,1,286
1734,3.51,127,95,32,0.7819942855110603,0,161
1735,6.96,81,70,11,0.16656625008440606,1,158
1736,7.68,169,144,25,0.04891182527848703,1,329
1737,5.42,95,78,17,0.39551694310755714,0,164
1738,6.6,284,228,56,0.8536957139810395,0,559
1739,7.07,193,187,6,0.7549268366376947,1,470
1740,6.72,245,205,40,0.517155970488958,0,416
1741,4.74,293,264,29,0.5721377471653535,0,554
1742,3.37,214,154,60,0.12989282629875543,0,226
1743,5.61,231,229,2,0.8406815086175822,0,468
1744,6.02,262,240,22,0.7869596829641969,0,531
1745,4.91,191,181,10,0.6564703938869427,0,346
1746,1.4,272,212,60,0.46619103632893844,0,258
1747,2.19,104,96,8,0.9644592682795124,0,137
1748,3.0,225,190,35,0.8790319718764711,0,296
1749,2.98,259,206,53,0.6444304935146186,0,312
1750,5.71,56,53,3,0.3718009977172879,0,97
1751,3.17,123,90,33,0.6180222786815124,1,182
1752,6.29,56,44,12,0.5754409265306654,0,102
1753,2.86,210,152,58,0.3942419878349164,0,231
1754,3.17,200,198,2,0.3066739716880761,0,232
1755,4.7,134,110,24,0.4070107922373224,0,231
1756,2.51,196,140,56,0.5739114060333979,0,226
1757,10.96,161,128,33,0.4281348447110944,1,456
1758,1.6,174,134,40,0.26357448820138385,0,154
1759,7.0,196,150,46,0.7609633177608087,1,456
1760,6.95,85,71,14,0.5314674959574129,0,152
1761,5.31,78,60,18,0.06767516322559997,0,118
1762,3.05,237,208,29,0.3683165056261255,0,263
1763,6.79,131,105,26,0.8849134572119935,1,313
1764,5.95,51,45,6,0.7552365311999519,0,98
1765,7.81,178,170,8,0.3232467839440071,0,291
1766,11.04,96,78,18,0.9381831520445091,1,309
1767,3.4,246,206,40,0.07660290835821015,0,237
1768,7.99,197,153,44,0.9612347038921889,0,391
1769,3.03,60,44,16,0.24570509248467565,1,80
1770,1.19,283,216,67,0.009094180302419264,0,229
1771,6.77,179,144,35,0.4338080365183268,0,310
1772,2.4,244,204,40,0.35897042968700865,0,281
1773,1.43,264,215,49,0.5390890052067938,0,239
1774,2.66,168,164,4,0.7967728605698454,0,212
1775,3.98,189,175,14,0.8424308021504471,0,258
1776,6.11,69,55,14,0.4012299996116918,0,118
1777,5.37,54,53,1,0.4298457437063502,0,92
1778,5.14,86,66,20,0.14817773032947368,1,169
1779,7.53,215,199,16,0.047547608881163494,1,423
1780,7.48,271,253,18,0.6412149902350247,0,524
1781,6.71,186,164,22,0.06443762555269228,0,269
1782,5.91,275,223,52,0.7338301194214559,1,652
1783,7.88,102,74,28,0.5390901450222475,0,184
1784,5.96,221,166,55,0.1985829782260834,0,362
1785,3.56,148,108,40,0.5395229435126496,1,225
1786,1.25,293,262,31,0.18299771660209885,0,242
1787,2.18,299,222,77,0.438737207510412,0,347
1788,6.09,135,130,5,0.7995603162422289,0,273
1789,2.29,157,156,1,0.4619192934106374,0,190
1790,4.58,73,65,8,0.14869931829754823,0,118
1791,1.65,130,94,36,0.7238286818229451,0,135
1792,7.45,251,214,37,0.18676841627000884,0,380
1793,3.41,207,202,5,0.7385498743701094,0,257
1794,7.36,169,133,36,0.4793522892158333,0,303
1795,7.61,108,102,6,0.4537417590943016,0,185
1796,1.04,287,215,72,0.8514350378574748,0,286
1797,4.25,264,245,19,0.7086035243406688,0,499
1798,3.22,177,126,51,0.03291079695493926,1,232
1799,7.36,273,235,38,0.2961743146016024,0,433
1800,4.63,258,207,51,0.8709206608498986,0,519
1801,1.52,163,145,18,0.01832616854519864,0,123
1802,1.77,164,158,6,0.5452534462619704,0,153
1803,3.68,258,245,13,0.7278256691739439,0,326
1804,7.58,63,46,17,0.6218560854845758,0,109
1805,5.85,58,47,11,0.7605322021044364,0,115
1806,7.07,89,85,4,0.7256918489147458,0,178
1807,6.3,243,184,59,0.6920306951531133,1,576
1808,1.3,286,242,44,0.8215398609256521,0,291
1809,7.82,74,59,15,0.6456906684495384,0,137
1810,1.12,152,144,8,0.40241849425698206,0,136
1811,7.63,250,219,31,0.47190910991458757,0,429
1812,6.32,295,271,24,0.7167247826814506,1,698
1813,1.07,71,56,15,0.8763060296667939,0,77
1814,5.82,284,268,16,0.2722188008397757,0,450
1815,7.86,287,256,31,0.34207679597107077,0,473
1816,7.76,53,52,1,0.9307393963624127,0,114
1817,2.13,203,176,27,0.5785117924094454,0,244
1818,2.27,235,193,42,0.17896181713500103,0,256
1819,8.09,78,63,15,0.6636951389123827,1,251
1820,5.46,158,147,11,0.9907621555393796,0,329
1821,6.18,147,119,28,0.8234535644704001,0,281
1822,2.27,264,252,12,0.7457411365514027,0,351
1823,7.71,86,80,6,0.20804665426626923,0,134
1824,5.47,124,114,10,0.8761397846840072,0,243
1825,6.93,119,116,3,0.5257888435355464,0,222
1826,4.78,195,178,17,0.8892900220719556,0,390
1827,3.9,177,167,10,0.3298278294248793,0,193
1828,11.79,134,115,19,0.06205105263543276,1,355
1829,5.07,91,67,24,0.4759759686597461,0,161
1830,10.8,149,133,16,0.26983760481787766,1,399
